Order,Length_1,Length_2,Length_3,Length_4,Length_5,Length_6,Length_7,Rule_1,Rule_2,Rule_3,Rule_4,Rule_5,Rule_6,Rule_7
720,11,3,9,3,6,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b > 0.5) & (top-left-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-x <= 0.5) & (middle-right-square-x > 0.5) & (bottom-right-square-b <= 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (bottom-left-square-x <= 0.5),,
721,11,3,5,3,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (bottom-left-square-x <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-b <= 0.5) & (top-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
722,12,3,10,3,7,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (top-middle-square-b > 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-b > 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5) & (bottom-left-square-x <= 0.5) & (middle-left-square-x > 0.5),,
723,11,3,10,3,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-right-square-b <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-left-square-x > 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
724,10,3,10,3,6,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-right-square-b > 0.5) & (top-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-b > 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (bottom-left-square-x <= 0.5),,
725,11,3,12,3,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b > 0.5) & (top-left-square-b <= 0.5) & (top-right-square-o > 0.5) & (top-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
726,3,12,5,11,5,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-middle-square-b > 0.5) & (middle-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-left-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-middle-square-b > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),,
727,3,12,5,10,5,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-b > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),,
728,10,3,11,3,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (top-middle-square-b > 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-right-square-b <= 0.5) & (middle-right-square-x > 0.5) & (middle-left-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
729,3,12,5,7,5,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-middle-square-b > 0.5) & (middle-middle-square-x > 0.5) & (top-left-square-b <= 0.5) & (bottom-left-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b > 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),,
730,3,13,5,8,5,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-middle-square-b > 0.5) & (middle-middle-square-x > 0.5) & (top-left-square-b <= 0.5) & (bottom-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b > 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-x <= 0.5) & (top-left-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),,
731,9,3,8,3,6,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b > 0.5) & (bottom-left-square-x <= 0.5) & (bottom-left-square-b <= 0.5) & (top-left-square-b <= 0.5) & (top-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-x <= 0.5) & (middle-right-square-x > 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (bottom-left-square-x <= 0.5),,
732,9,3,5,3,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b > 0.5) & (bottom-left-square-x <= 0.5) & (bottom-left-square-b <= 0.5) & (top-left-square-b <= 0.5) & (top-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
733,12,3,12,3,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-x <= 0.5) & (middle-left-square-b > 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-left-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-right-square-b <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b > 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
734,3,12,5,7,5,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-middle-square-b > 0.5) & (middle-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-left-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b > 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o > 0.5),,
735,6,11,11,5,6,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-b <= 0.5) & (middle-left-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (bottom-middle-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,
736,7,11,12,5,6,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-b <= 0.5) & (middle-left-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (bottom-middle-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,
737,8,7,7,8,7,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-left-square-x > 0.5) & (bottom-right-square-b > 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-o > 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),,
738,12,7,6,9,6,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-x <= 0.5) & (middle-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-o > 0.5) & (bottom-right-square-b <= 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x <= 0.5),,
739,11,3,8,3,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-left-square-x <= 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-x > 0.5) & (top-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
740,7,13,11,5,6,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b > 0.5) & (top-left-square-x > 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-b <= 0.5) & (middle-left-square-x <= 0.5) & (top-right-square-b > 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (bottom-middle-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,
741,9,9,10,10,9,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-right-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-middle-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o > 0.5) & (bottom-right-square-b <= 0.5) & (top-right-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-right-square-b <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (bottom-right-square-b <= 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b > 0.5),,
742,12,9,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
